yafW	263690	264007	336
ykfH	264026	264247	230
ykfG	264256	264732	492
yafX	264748	265206	556
ykfF	265304	265543	316
ykfB	265620	266087	490
yafY	266110	266553	1443
ykfL	266553	266774	223
ykfK	266776	266967	408
yafZ	267184	268005	913
ykfA	268097	268960	1192
perR	269289	270182	989
insN	270278	270535	353
insN	271764	272189	1425
insI1	270603	271754	2151
eyeA	272580	272654	900
ykfC	272847	273954	1300
insH1	274101	275117	1224
mmuP	275325	276728	1611
mmuM	276715	277647	1932
afuC	277756	278802	1058
afuB	278814	279161	364
insB1	279178	279681	1503
insA	279600	279875	331
insI1	279931	280104	229
insX	280114	280362	313
yagB	280427	280735	402
yagA	280829	281983	1449
yagE	282278	283186	1203
yagF	283201	285168	1982
yagG	285395	286777	1609
yagH	286789	288399	1622
yagI	288404	289162	897
argF	289301	290305	1128
ykgS	290429	290633	328
insB1	290649	291152	1503
insA	291071	291346	333
yagJ	291404	292231	885
yagK	292322	292948	898
yagL	293220	293918	725
yagM	293945	294799	1194
yagN	295139	295579	557
intF	295696	297096	1510
ptwF	297206	297254	158
yagP	297381	297719	1338
ykgT	297714	297791	1077
paoD	297770	298726	966
paoC	298736	300934	3198
paoB	300931	301887	1956
paoA	301884	302573	1107
yagU	302991	303605	1032
ykgJ	303853	304182	642
ecpE	304495	305205	1710
ecpD	305174	306817	2643
ecpC	306807	309332	2551
ecpB	309358	310026	726
ecpA	310084	310671	662
ecpR	310746	311336	1366
ykgL	312112	312339	1003
ykgO	312374	312514	1140
ykgM	312514	312777	627
ykgR	313141	313242	575
ykgP	313716	313805	641
eaeH	314357	315228	1423
insE1	315291	315590	362
insF1	315587	316453	1866
ykgA	316486	317169	953
ykgQ	317439	317567	398
rclC	317726	318319	605
rclB	318331	318567	345
rclA	318676	320001	1551
rclR	320227	321081	1080
ykgE	321608	322327	1246
ykgF	322338	323765	1438
ykgG	323758	324453	1695
ykgH	324696	325364	881
betA	325577	327247	1684
betB	327261	328733	1486
betI	328747	329334	716
betT	329463	331496	2162
yahA	332371	333459	1963
yahB	333501	334433	1024
yahC	334525	335022	755
yahD	335280	335885	863
yahE	335925	336788	903
yahF	336778	338325	2547
yahG	338325	339743	2418
yahI	340165	341115	1372
yahJ	341125	342507	1392
yahK	342884	343933	1426
yahL	344176	344991	1058
yahM	345404	345649	658
yahN	345666	346337	818
yahO	346484	346759	422
prpR	346857	348443	1825
prpB	348682	349572	1129
prpC	350012	351181	1609
prpD	351215	352666	1485
prpE	352706	354592	1926
codB	354922	356181	1589
codA	356171	357454	2283
cynR	357791	358690	1008
cynT	358799	359458	768
cynS	359489	359959	501
cynX	359992	361146	1187
lacA	361249	361860	677
lacY	361926	363179	1305
lacZ	363231	366305	3197
lacI	366428	367510	1159
mhpR	367587	368420	1024
mhpA	368611	370275	1855
mhpB	370277	371221	946
mhpC	371239	372105	884
mhpD	372115	372924	819
mhpF	372921	373871	1950
mhpE	373868	374881	2013
mhpT	375459	376670	1789
yaiL	376772	377311	641
frmB	377535	378368	927
frmA	378462	379571	1144
frmR	379606	379881	463
yaiO	380069	380842	1773
yaiX	382591	382872	1281
yaiX	380844	381260	507
insC1	381351	381716	456
insD1	381674	382579	1905
yaiP	382739	383935	1320
yaiS	384059	384616	1173
tauA	385232	386194	1578
tauB	386207	386974	780
tauC	386971	387798	1827
tauD	387795	388646	1851
hemB	388753	389727	1498
yaiT	390251	391708	1981
yaiT	392970	394418	2448
insF1	391739	392605	1866
insE1	392602	392901	1299
yaiV	394506	395129	1623
ampH	395130	396287	1509
sbmA	396639	397859	1572
yaiW	397872	398966	1107
yaiY	399025	399333	568
yaiZ	399593	399805	472
ddlA	399829	400923	1557
iraP	401386	401646	723
phoA	401747	403162	1516
psiF	403281	403601	439
yaiC	403703	404818	1217
proC	404835	405644	929
yaiI	405764	406222	578
aroL	406405	406929	707
yaiA	406979	407170	241
aroM	407428	408105	935
yaiE	408177	408461	356
ykiA	408609	408950	489
rdgC	409108	410019	1036
mak	410144	411052	1033
araJ	411297	412481	1310
sbcC	412607	415753	4146
sbcD	415750	416952	1392
phoB	417142	417831	879
phoR	417889	419184	1353
brnQ	419591	420910	1726
proY	420986	422359	1449
malZ	422518	424332	1973
acpH	424337	424918	674
queA	425011	426081	1163
tgt	426137	427264	1183
yajC	427287	427619	355
secD	427647	429494	1875
secF	429505	430476	982
yajD	430605	430952	476
tsx	431129	432013	1183
yajI	432312	432851	690
nrdR	433002	433451	600
ribD	433455	434558	1107
ribE	434647	435117	559
nusB	435137	435556	439
thiL	435634	436611	1055
pgpA	436589	437107	1518
yajO	437161	438135	1154
dxs	438315	440177	1887
ispA	440202	441101	1899
xseB	441101	441343	448
thiI	441549	442997	1654
yajL	443051	443641	1590
panE	443604	444515	1079
yajQ	444683	445174	659
yajR	445302	446666	1513
cyoE	446815	447705	902
cyoD	447717	448046	1329
cyoC	448046	448660	1614
cyoB	448650	450641	2013
cyoA	450663	451610	1407
ampG	452070	453545	1519
yajG	453589	454167	883
bolA	454472	454789	622
tig	455133	456431	1642
clpP	456677	457300	869
clpX	457426	458700	1400
lon	458888	461242	2542
hupB	461451	461723	481
ppiD	461915	463786	2063
ybaV	463937	464308	522
fadM	464402	464800	492
queC	464852	465547	760
ybaE	465612	467312	1800
cof	467412	468230	918
ybaO	468383	468841	611
mdlA	468871	470643	1802
mdlB	470636	472417	2781
glnK	472598	472936	519
amtB	472966	474252	1316
tesB	474301	475161	1078
ybaY	475379	475951	790
ybaZ	475982	476371	466
ffs	476448	476561	190
ybaA	476672	477025	464
ylaB	477067	478617	1714
ylaC	478781	479251	586
maa	479367	479918	723
hha	480090	480308	244
tomB	480334	480708	920
acrB	481254	484403	3172
acrA	484426	485619	1335
acrR	485761	486408	789
mscK	486536	489898	3490
ybaM	490110	490271	175
priC	490285	490812	597
ybaN	490882	491259	447
apt	491412	491963	704
dnaX	492092	494023	2060
ybaB	494076	494405	382
recR	494405	495010	1605
htpG	495120	496994	1984
adk	497175	497819	825
hemH	498055	499017	1198
aes	499014	499973	1111
gsk	500125	501429	1456
ybaL	501562	503238	1914
fsr	503476	504696	1438
ushA	504914	506566	1870
ybaK	506603	507082	601
chiX	507204	507287	205
ybaP	507286	508080	932
ybaQ	508218	508559	479
copA	508875	511379	2766
glsA	511641	512573	1194
ybaT	512576	513868	1295
cueR	513993	514400	532
ybbJ	514401	514859	1458
qmcA	514856	515773	1063
fetA	515919	516596	823
fetB	516583	517362	1779
ybbN	517425	518279	915
ybbO	518340	519149	1809
tesA	519139	519765	1626
ybbA	519733	520419	1686
ybbP	520416	522830	3414
rhsD	523261	527541	4711
ybbC	527581	527949	408
rhsH	527952	528659	710
ybbD	528640	529130	1490
ylbI	529500	529592	462
ylbG	529595	530016	537
mnmH	530132	531226	1163
allS	531295	532221	1156
allA	532451	532933	712
allR	533011	533826	893
gcl	533916	535697	1871
hyi	535710	536486	789
glxR	536586	537464	978
ybbW	537633	539087	1623
allB	539147	540508	1421
ybbY	540565	541866	1358
glxK	541888	543033	1167
allE	543261	544046	796
allC	544057	545292	1257
allD	545314	546363	1366
fdrA	546680	548347	1984
ylbE	548357	549616	1269
ylbF	549627	550442	826
ybcF	550439	551332	1893
purK	551527	552594	2067
purE	552591	553100	627
lpxH	553218	553940	725
ppiB	553943	554437	668
cysS	554611	555996	1559
ybcI	556032	556553	629
ybcJ	556661	556873	214
folD	556875	557741	1337
sfmA	558212	558754	1013
sfmC	558974	559666	912
sfmD	559697	562300	2634
sfmH	562336	563319	1019
sfmF	563330	563845	526
sfmZ	563848	564480	875
argU	564723	564799	319
intD	564815	565978	2163
xisD	565858	566079	240
exoD	566098	566376	1278
peaD	566376	566687	1311
renD	566684	566776	1092
renD	568035	568247	1212
insE1	566842	567141	1299
insF1	567138	568004	1866
emrE	568315	568647	643
ybcK	568902	570428	1781
ybcL	570893	571444	1016
ybcM	571454	572251	807
ylcH	572368	572469	218
ybcN	572466	572921	1455
ninE	572921	573091	1170
ybcO	573084	573374	1290
rusA	573371	573733	1362
ylcG	573730	573870	1140
quuD	573956	574339	469
nmpC	575786	576825	2039
nmpC	574529	574586	208
insH1	574737	575753	2016
essD	577398	577613	1215
rrrD	577613	578110	1497
rzpD	578107	578568	1461
rzoD	578327	578509	1182
borD	578600	578893	584
ybcV	579184	579594	696
ybcW	579880	580086	492
ylcI	580251	580445	583
nohD	580834	581379	934
aaaD	581354	581662	1308
tfaD	581660	582097	1437
ybcY	582152	582806	801
tfaX	582953	583135	329
appY	583681	584430	1295
ompT	584680	585633	1377
pauD	586057	586101	468
envY	586147	586908	944
ybcH	587091	587981	891
nfrA	587982	590954	3972
nfrB	590941	593178	2387
cusS	593328	594770	2442
cusR	594760	595443	840
cusC	595600	596973	1530
cusF	597131	597463	490
cusB	597479	598702	1239
cusA	598714	601857	3155
pheP	601959	603335	1478
ybdG	603416	604663	1355
nfsB	604771	605424	747
ybdF	605518	605886	433
ybdJ	605951	606199	314
ybdK	606265	607383	1469
sokE	607734	607792	409
hokE	607836	607988	196
insL1	608065	609177	1189
entD	609459	610079	795
fepA	610254	612494	2483
fes	612737	613939	1445
ybdZ	613942	614160	221
entF	614157	618038	4881
fepE	618254	619387	1349
fepC	619384	620199	1815
fepG	620196	621188	1992
fepD	621185	622189	1115
entS	622300	623550	1361
fepB	623554	624510	1331
entC	624885	626060	1550
entE	626070	627680	1620
entB	627694	628551	871
entA	628551	629297	1746
entH	629300	629713	416
cstA	629894	631999	2286
ybdD	632182	632379	380
ybdH	632389	633477	1197
ybdL	633586	634746	1269
ybdM	634747	635376	1629
ybdN	635349	636569	1367
ybdO	636716	637618	1111
dsbG	637827	638573	1118
ahpC	638945	639508	935
ahpF	639753	641318	1810
uspG	641439	641867	649
ybdR	642088	643326	1459
rnk	643557	643967	640
rna	644197	645003	920
citT	645117	646580	1514
citG	646631	647509	1878
citX	647484	648035	555
citF	648039	649571	1543
citE	649582	650490	1908
citD	650487	650783	311
citC	650798	651856	1437
citA	652235	653893	2037
citB	653862	654542	1680
dcuC	654583	655968	1974
pagP	656557	657117	1149
cspE	657292	657501	384
flc	657555	657938	476
ybeM	658031	658818	880
tatE	658947	659150	332
lipA	659251	660216	1174
ybeF	660425	661378	1212
lipB	661637	662278	742
ybeD	662379	662642	373
dacA	662752	663963	1350
rlpA	664102	665190	1099
mrdB	665201	666313	1115
mrdA	666316	668217	1932
rlmH	668248	668715	471
rsfS	668719	669036	577
cobC	669296	669907	635
nadD	669931	670572	643
holA	670574	671605	2031
lptE	671605	672186	596
leuS	672201	674783	2817
ybeL	675018	675500	717
ybeQ	675570	676547	1141
ybeR	676711	677418	871
djlB	677415	678842	2427
ybeT	678852	679406	656
ybeU	679508	680215	809
djlC	680212	681663	2451
hscC	681723	683393	1754
rihA	683477	684412	1053
gltL	684530	685255	1725
gltK	685255	685929	1674
gltJ	685929	686669	910
gltI	686839	687747	1158
insH1	687997	689013	1346
lnt	689343	690881	1563
ybeX	690906	691784	968
ybeY	691874	692341	1467
ybeZ	692338	693378	1193
miaB	693531	694955	1570
ubiF	695101	696276	1321
glnX	696430	696504	112
glnV	696542	696616	122
metU	696664	696740	92
glnW	696756	696830	109
glnU	696865	696939	98
leuW	696963	697047	94
metT	697057	697133	456
asnB	697513	699177	2061
umpH	699574	700326	800
nagC	700374	701594	1229
nagA	701603	702751	1208
nagB	702811	703611	1133
nagE	703944	705890	2279
glnS	706093	707757	1867
chiP	708334	709740	1983
chiQ	709790	710116	376
fur	710200	710646	1446
uof	710639	710725	296
fldA	710935	711465	670
ybfE	711605	711898	433
ybfF	712038	712802	949
seqA	712987	713532	730
pgm	713558	715198	1666
ybfP	715412	715906	708
ybfG	715947	716597	774
ybfI	716721	716870	225
potE	716946	718265	2319
speF	718262	720460	2321
ybfK	720583	720840	380
kdpE	721056	721733	1677
kdpD	721730	724414	3684
kdpC	724407	724979	581
kdpB	724988	727036	2071
kdpA	727059	728732	2673
kdpF	728732	728821	402
ybfA	729134	729340	519
rhsC	729583	733776	4436
ybfB	733776	734102	1326
rhsO	734133	735653	1551
ybfC	735650	736219	1569
ybfQ	736445	736684	465
ybfL	736825	737961	1277
ybfD	738092	738853	892
ybgA	739001	739510	657
phr	739507	740925	2418
dtpD	741075	742556	1752
ybgI	742827	743570	1014
ybgJ	743593	744249	679
ybgK	744243	745175	1932
ybgL	745165	745899	1734
nei	745935	746726	827
abrB	746723	747769	1198
ybgO	747921	748982	2061
ybgP	748979	749707	743
ybgQ	749722	752169	2507
ybgD	752229	752795	956
gltA	753185	754468	1992
sdhC	755177	755566	1098
sdhD	755560	755907	1347
sdhA	755907	757673	2766
sdhB	757689	758405	732
sucA	758706	761507	3102
sucB	761522	762739	1232
sucC	763014	764180	1441
sucD	764180	765049	1869
mngR	765153	765875	831
mngA	765984	767960	2085
mngB	767978	770611	2651
cydA	771458	773026	2415
cydB	773042	774181	1155
cydX	774196	774309	128
ybgE	774309	774602	1293
ybgC	774752	775156	554
tolQ	775153	775845	1692
tolR	775849	776277	432
tolA	776342	777607	1330
tolB	777740	779032	1425
pal	779067	779588	556
ybgF	779598	780389	801
lysT	780554	780629	240
valT	780765	780840	211
lysW	780843	780918	78
valZ	781068	781143	225
lysY	781147	781222	79
lysZ	781369	781444	222
lysQ	781577	781652	208
nadA	782085	783128	1476
pnuC	783166	783885	757
zitB	783882	784823	1055
ybgS	784937	785317	696
aroG	785633	786685	1368
gpmA	786843	787595	954
galM	787797	788837	2040
galK	788831	789979	1152
galT	789983	791029	1056
galE	791039	792055	1277
modF	792316	793788	1540
modE	793856	794644	917
acrZ	794773	794922	278
modA	795089	795862	940
modB	795862	796551	1689
modC	796554	797612	1061
ybhA	797613	798431	973
pgl	798586	799581	1150
ybhD	799622	800575	1137
ybhH	800759	801811	1236
ybhI	801887	803320	1509
ybhJ	803503	805764	2444
ybhC	805998	807281	1435
ybhB	807433	807909	535
bioA	807968	809257	1376
bioB	809344	810384	1127
bioF	810381	811535	2154
bioC	811522	812277	1755
bioD	812270	812947	1677
uvrB	813526	815547	2600
ybhK	815739	816647	1305
moaA	817044	818033	1386
moaB	818055	818567	534
moaC	818570	819055	488
moaD	819048	819293	1245
moaE	819295	819747	454
ybhL	819884	820588	841
ybhM	820793	821506	918
ybhN	821542	822498	1956
clsB	822498	823739	2241
ybhP	823736	824497	894
ybhQ	824630	825040	543
ybhR	825002	826108	1117
ybhS	826119	827252	2133
ybhF	827245	828981	2736
ybhG	828974	829972	1998
ybiH	829972	830643	900
rhlE	830872	832236	1593
ybiA	832468	832950	602
dinG	833070	835220	2270
ybiB	835248	836210	990
ybiC	836351	837436	1226
ybiJ	837665	837925	525
ybiI	838190	838456	340
ybiX	838530	839207	719
fiu	839249	841531	2547
mcbA	841796	842056	536
rlmF	842332	843258	1202
ybiO	843255	845480	2486
glnQ	845741	846463	1722
glnP	846460	847119	798
glnH	847258	848004	1150
dps	848408	848911	802
rhtA	849210	850097	1240
ompX	850450	850965	868
opgE	851014	852597	1855
mntS	852869	852997	314
mntR	853183	853650	653
ybiR	853647	854765	2118
ldtB	854824	855744	1139
ybiT	855963	857555	1811
ybiU	857796	859061	1417
ybiV	859213	860028	961
ybiW	860174	862606	2438
ybiY	862612	863511	1030
fsaA	863642	864304	793
moeB	864380	865129	1749
moeA	865129	866364	1439
iaaA	866568	867533	1169
gsiA	867520	869391	2871
gsiB	869411	870949	1558
gsiC	870967	871887	938
gsiD	871890	872801	914
yliE	872979	875327	2526
yliF	875335	876663	1336
rimO	876710	878035	1538
bssR	878248	878631	596
yliI	878742	879857	1226
gstB	879854	880480	873
dacC	880727	881929	1449
deoR	881976	882734	816
ybjG	882792	883388	881
mdfA	883673	884905	1517
ybjH	884946	885230	370
ybjI	885316	886131	1815
ybjJ	886131	887339	1292
rcdA	887423	887959	620
rybB	887976	888054	158
ybjL	888134	889819	1955
ybjM	890089	890466	647
grxA	890496	890753	417
ybjC	890913	891200	447
nfsA	891184	891906	1722
rimK	891967	892869	963
ybjN	892957	893433	564
potF	893784	894896	1463
potG	894991	896124	1228
potH	896134	897087	963
potI	897084	897929	1845
ybjO	897989	898477	548
rlmC	898518	899645	1168
artJ	899844	900575	1022
artM	900866	901534	1668
artQ	901534	902250	723
artI	902257	902988	749
artP	903006	903734	946
ybjP	903952	904467	641
ybjQ	904593	904916	449
amiD	904913	905743	1830
ybjS	905740	906753	1112
ybjT	906852	908282	1441
ltaE	908293	909294	1038
poxB	909331	911049	1851
hcr	911182	912150	980
hcp	912162	913814	1796
ybjE	913958	914857	1394
aqpZ	915352	916047	1121
ybjD	916473	918131	2084
ybjX	918128	919120	1107
macA	919235	920350	1230
macB	920347	922293	2946
cspD	922366	922590	547
clpS	922913	923233	643
clpA	923264	925540	2307
serW	925884	925971	341
infA	926225	926443	503
aat	926728	927432	746
cydC	927474	929195	1722
cydD	929196	930962	1889
trxB	931085	932050	1510
lrp	932595	933089	1039
ftsK	933224	937213	4124
lolA	937372	937983	770
rarA	937994	939337	1354
serS	939428	940720	1383
dmsA	940959	943403	2683
dmsB	943414	944031	628
dmsC	944033	944896	865
ycaC	944931	945557	940
ycaD	945871	947019	1462
ycaM	947229	948659	1640
ycaN	948660	949568	1008
ycaK	949668	950258	690
pflA	950340	951080	932
pflB	951272	953554	2337
focA	953609	954466	1263
ycaO	954872	956632	1890
ycaP	956762	957454	822
serC	957653	958741	1287
aroA	958812	960095	1354
ycaL	960264	961028	933
cmk	961201	961884	856
rpsA	961995	963668	1784
ihfB	963828	964112	444
ycaI	964320	966584	2472
msbA	966621	968369	1785
lpxK	968366	969352	1986
ycaQ	969389	970621	1269
ycaR	970673	970855	234
kdsB	970852	971598	1746
ycbJ	971752	972645	1047
elyC	972622	973401	915
smtA	973537	974322	921
mukF	974319	975641	2322
mukE	975622	976326	1704
mukB	976326	980786	5460
ldtD	981047	982894	2108
ycbK	983075	983623	729
ycbL	983650	984297	674
aspC	984519	985709	1375
ompF	985894	986982	1691
asnS	987585	988985	1569
pncB	989154	990356	1468
pepN	990622	993234	2878
ssuB	993277	994044	1767
ssuC	994041	994832	802
ssuD	994843	995988	2145
ssuA	995985	996944	1959
ssuE	996937	997512	931
elfA	997868	998407	895
elfD	998490	999191	784
elfC	999216	1001816	2625
elfG	1001807	1002877	2070
ycbU	1002889	1003431	554
ycbV	1003439	1003954	523
ycbF	1003947	1004657	1710
pyrD	1004768	1005778	1121
zapC	1005952	1006494	716
ycbX	1006491	1007600	1353
rlmL	1007844	1009952	2352
uup	1009964	1011871	1919
pqiA	1012001	1013254	1383
pqiB	1013259	1014899	1645
pqiC	1014896	1015459	1563
rmf	1015715	1015882	423
fabA	1015952	1016470	587
ycbZ	1016539	1018299	1946
matP	1018485	1018937	638
ompA	1019013	1020053	1397
sulA	1020410	1020919	728
sxy	1021138	1021767	848
yccS	1021730	1023883	2172
yccF	1023902	1024348	569
helD	1024471	1026525	2177
mgsA	1026557	1027015	554
yccT	1027111	1027773	835
yccU	1027946	1028359	586
hspQ	1028404	1028721	375
rlmI	1028779	1029969	1285
yccX	1030064	1030342	373
tusE	1030339	1030668	420
yccA	1030759	1031418	866
serT	1031625	1031712	514
hyaA	1032139	1033257	1545
hyaB	1033254	1035047	2793
hyaC	1035066	1035773	726
hyaD	1035770	1036357	1587
hyaE	1036354	1036752	1398
hyaF	1036749	1037606	1857
cbdA	1037740	1039284	1678
cbdB	1039296	1040432	1148
cbdX	1040445	1040537	105
appA	1040617	1041915	1378
etk	1042030	1044210	2200
etp	1044230	1044676	1446
gfcE	1044664	1045803	1185
gfcD	1045849	1047945	3096
gfcC	1047945	1048691	1746
gfcB	1048688	1049332	751
gfcA	1049439	1049744	394
insA	1049833	1050108	364
insB1	1050027	1050530	1503
cspH	1050963	1051175	498
cspG	1051461	1051673	498
ymcE	1051847	1052077	404
gnsA	1052067	1052240	1173
yccM	1052289	1053362	1145
torS	1053434	1056178	2827
torT	1056261	1057289	1111
torR	1057262	1057954	822
torC	1058084	1059256	1302
torA	1059256	1061802	3546
torD	1061799	1062398	1599
cbpM	1062550	1062855	1305
cbpA	1062855	1063775	1181
yccE	1064036	1065292	1517
agp	1065585	1066826	1534
yccJ	1066864	1067091	248
wrbA	1067112	1067708	969
ymdF	1068081	1068254	546
rutG	1068511	1069839	1349
rutF	1069860	1070354	505
rutE	1070365	1070955	600
rutD	1070965	1071765	808
rutC	1071773	1072159	398
rutB	1072171	1072863	1692
rutA	1072863	1074011	1379
rutR	1074242	1074880	869
putA	1074920	1078882	4385
putP	1079305	1080813	1931
efeU	1081356	1082185	1372
efeO	1082243	1083370	1185
efeB	1083376	1084647	1277
phoH	1084992	1086056	1409
pgaD	1086106	1086519	415
pgaC	1086521	1087846	2325
pgaB	1087839	1089857	2027
pgaA	1089866	1092289	3010
ycdT	1092876	1094234	1945
insF1	1094275	1095141	1866
insE1	1095138	1095437	367
ymdE	1095505	1095846	409
ycdU	1095843	1096829	1986
serX	1097565	1097652	321
ghrA	1097886	1098824	1172
ycdX	1098879	1099616	792
ycdY	1099640	1100194	578
ycdZ	1100296	1100787	593
csgG	1100851	1101684	860
csgF	1101711	1102127	441
csgE	1102152	1102541	394
csgD	1102546	1103196	1405
csgB	1103951	1104406	1210
csgA	1104447	1104902	496
csgC	1104961	1105293	391
ymdA	1105414	1105725	432
ymdB	1105820	1106353	628
clsC	1106355	1107776	1423
opgC	1107784	1108941	1551
opgG	1109335	1110870	1929
opgH	1110863	1113406	3543
yceK	1113579	1113806	400
msyB	1113807	1114181	457
